m,f,round_n,stratege_type,外貌_x,内涵_x,财富_x,均分_x,外貌_y,内涵_y,财富_y,均分_y
m1966,f217,6,3,68.51513867183799,55.309866586869575,73.538818818891,65.78794135919952,64.33001504078617,47.84293916781556,70.0072896684614,60.72674795902103
m2609,f9266,6,3,61.8010777539979,66.31601869251378,76.84419621299938,68.32043088650369,60.90759684319855,57.098930057601834,77.21383201370425,65.07345297150154
m2683,f6410,6,3,65.16284697833602,61.97260869926698,51.79542971395742,59.643628463853474,63.553833665008504,56.56764007046199,50.16492300367963,56.76213224638337
m2719,f8863,6,3,52.90923925095284,49.90494375904983,53.94667501809417,52.25361934269895,48.12773207240143,43.85739215030132,52.67382766341642,48.21965062870638
m2808,f7816,6,3,73.46745902541667,64.27259257203016,47.96074117006419,61.90026425583701,77.19889210915939,61.371081178840676,46.72269311521976,61.7642221344066
m3142,f7637,6,3,77.666818880799,57.87510995689575,49.46697786618964,61.66963556796147,75.67178946838696,67.06916995245182,48.57944717978754,63.77346886687544
m3267,f8420,6,3,53.19596615600337,67.60100216885482,48.37308475092316,56.39001769192712,48.25040296164087,64.49115468818661,49.988356882948665,54.24330484425872
m3415,f4806,6,3,55.25782376116876,67.93654758478986,51.855154238302646,58.34984186142042,53.654458371398995,60.62168985406649,48.797038958603906,54.35772906135646
m3461,f6331,6,3,56.5990679608349,74.85591265859458,47.834161060484476,59.76304722663798,59.26440605155613,68.55090753806816,47.83349184979781,58.5496018131407
m3823,f1401,6,3,81.82351934696499,60.98458480209358,63.37483684495882,68.7276469980058,78.90641825171261,57.1671647938865,58.378421923226284,64.81733498960847
m4023,f6949,6,3,50.73481108396295,56.92124444363758,73.68871863703245,60.44825805487767,51.44186550703362,63.90850547913965,76.24304373750688,63.86447157456004
m4201,f3831,6,3,53.30999148777857,38.94986000711681,49.55398705493512,47.27127951661017,55.59624619750991,35.43325119081007,46.57846362639846,45.86932033823948
m4255,f1457,6,3,45.55290981999485,28.25241491548533,56.92752921977943,43.57761798508653,42.76366023027036,33.0993404602619,53.77032195522976,43.211107548587336
m4377,f5665,6,3,76.4879697419779,59.56027273547024,49.98568288341012,62.01130845361942,75.16609074227857,68.89052197272213,49.17031667131084,64.40897646210385
m4767,f1582,6,3,54.651302865654756,78.29421294041427,53.546014318650705,62.163843374906584,58.390918727111234,72.15953921929703,48.832790610757876,59.79441618572204
m4878,f206,6,3,56.42957539096722,59.75867476468914,50.50982601300342,55.56602538955326,60.08033560269335,68.8422952266522,49.23785067907113,59.386827169472234
m5032,f5545,6,3,59.53509110982239,62.23983496569388,51.165272043499684,57.646732706338646,64.20215331370868,70.20612214486212,46.80677795052768,60.40501780303282
m5222,f6113,6,3,51.985337576404994,56.047468198927504,50.02727050177367,52.68669209236872,54.77276766607431,65.72740170978373,46.475091777191274,55.658420384349775
m5274,f5366,6,3,63.84142760039946,63.333214078074285,62.82440450150733,63.33301539332703,63.88206459156385,70.13790653494257,60.975026291488746,64.99833247266506
m6147,f8624,6,3,51.87543387830726,61.63219242241066,48.29375229687171,53.93379286586321,54.33387034994882,67.67608073692021,48.420575795744035,56.81017562753769
m6368,f4536,6,3,60.31797008422304,77.28747819042319,55.42622096650895,64.34388974705173,63.23819847688777,69.59664796143237,50.918255713091924,61.251034050470686
m6457,f3350,6,3,37.37564247111738,58.383906901455724,50.735234001528596,48.8315944580339,41.41529096464457,60.22528737618954,46.30505494338517,49.315211094739766
m6491,f9136,6,3,63.900579854782094,67.31105333354989,46.57416441154224,59.26193253329141,67.90042291993652,66.72618400914683,45.179264936619724,59.935290621901025
m6596,f1618,6,3,42.34517921973434,50.174013193486296,59.47076455000689,50.663318987742514,44.271703488717876,51.45247647415593,55.204146278625586,50.3094420804998
m6662,f4874,6,3,46.12609211880372,64.7667389350032,55.098914785779414,55.33058194652878,42.01163588832861,66.19945915940362,55.381692556473496,54.53092920140191
m6702,f2236,6,3,66.78393477006135,54.24298679773521,70.9619184317761,63.996279999857556,62.1326568970936,58.680649956574776,68.0728595437304,62.96205546579959
m6799,f9534,6,3,59.49901812332932,53.10300091994783,52.2188625631546,54.940293868810585,55.3084502559078,53.40462741368958,53.01872059852525,53.91059942270755
m6973,f1656,6,3,61.96045211193985,70.90768405038236,47.45375159415853,60.107295918826914,62.23282406681686,72.55915991878572,47.00354625047757,60.59851007869338
m7272,f9516,6,3,62.170333591724436,68.82907151552607,45.38576654373977,58.79505721699676,66.96524033464907,69.53821059858052,45.66470396025434,60.722718297827974
m7442,f9722,6,3,60.3174008153192,48.13402001626362,54.69845164861097,54.38329082673126,57.716064212504854,51.3131740595788,58.764292551420226,55.93117694116796
m7475,f352,6,3,55.25381954201671,78.39510707790718,66.92897466074817,66.8593004268907,56.36642473026641,82.09928969339165,65.72094521446635,68.06221987937481
m7958,f4731,6,3,67.34130624882619,66.44522244537538,53.97462501057201,62.58705123492452,68.80659923298333,61.00162944334697,50.04680265232089,59.951677109550396
m8031,f5323,6,3,65.881192120597,75.32608587689961,45.8749128909348,62.36073029614381,67.62531823660049,78.33559981822256,46.57604228519288,64.1789867800053
m8086,f9484,6,3,61.88870875330821,58.535440817820096,86.33594408103312,68.92003121738715,66.44506971702954,52.53540131846532,85.21523213979106,68.06523439176198
m8239,f1629,6,3,59.7128726771181,45.78411409532863,56.84004422162262,54.11234366468978,60.60982223460779,54.835539502464215,60.11416114391143,58.519840960327805
m8403,f9139,6,3,41.56964004096893,46.54730085591264,46.131019890866206,44.749320262582586,40.253721754561724,50.77202266598775,46.92066613329029,45.982136851279925
m8461,f1240,6,3,53.62821172903576,65.34439130319413,50.849313045700654,56.60730535931018,53.69077005858093,67.23170738423987,46.923311898027706,55.9485964469495
m9065,f7487,6,3,52.101459266357764,80.41592837414501,51.28774887723746,61.26837883924676,53.95387092942976,71.09968065578775,51.06697188214305,58.706841155786854
m9127,f5102,6,3,77.83787228845978,43.16031651342407,54.23373102508222,58.41063994232203,77.16468693172627,33.96784299805532,55.414906386306455,55.51581210536268
m9335,f8568,6,3,56.944789125852054,48.59348451877612,50.34488573498044,51.96105312653621,57.15082408572102,46.25172704651057,50.885899561074254,51.42948356443528
m9362,f6773,6,3,73.94124116178666,70.77587660506619,49.99164827864381,64.90292201516554,77.88353802066293,76.18266655337163,50.174840586926436,68.080348386987
m9419,f9680,6,3,60.82118241893971,60.62553064411319,71.60079308199336,64.34916871501542,57.020722117052806,50.64982610174194,67.66983040919845,58.44679287599774
m9604,f9317,6,3,56.53615115730009,63.881373752106136,48.835082727068574,56.417535878824935,55.540896063309006,56.96664956458778,48.68777045908158,53.73177202899279
m9706,f5809,6,3,44.24865748305713,64.93861985844623,61.05589215505289,56.74772316551875,46.85797125827068,58.74335756857575,59.906092269124144,55.16914036532353
m58,f2396,7,1,24.345609886667766,54.16274302803263,48.806053436265756,42.43813545032205,51.858121659037025,36.122556174505064,52.49524965469185,46.825309162744645
m235,f1346,7,1,51.212591837328176,86.7141270719637,93.4783230358925,77.13501398172812,85.07161953250842,64.02410522541358,68.0472482077797,72.38099098856723
m271,f6438,7,1,38.550583583958534,59.468014212834554,45.41716083767777,47.81191954482362,65.30582461533696,39.43016766811884,45.10131959984541,49.94577062776707
m403,f8767,7,1,58.66634476491486,67.14536600846701,56.73871523682304,60.850142003401636,43.823527559867884,65.86243707989209,65.99059118803987,58.55885194259995
m419,f773,7,1,43.911136980717416,52.68181528148379,58.226537462822904,51.60649657500804,55.07289497903811,32.482155961321226,61.80207856942333,49.78570983659423
m504,f1939,7,1,70.28309468991327,74.36577882739438,78.97543006266542,74.5414345266577,70.43052556001179,45.68478969269557,92.49109585166005,69.53547036812246
m601,f859,7,1,86.19886518545994,68.50723180326436,55.86306625380301,70.18972108084243,82.01811269684926,80.428959510394,53.07021940098714,71.83909720274346
m700,f3385,7,1,90.60203322410746,65.49497469888891,48.58254125048246,68.2265163911596,58.97956271604282,70.26370713181149,67.77896604519,65.67407863101477
m934,f804,7,1,48.103242890174144,37.461593188057705,60.85034504441418,48.805060374215344,38.579370542491986,60.91035029971007,45.10098279624373,48.19690121281527
m976,f6816,7,1,64.91132503737353,78.12193994043923,73.37323617867179,72.13550038549485,66.95225763835313,82.31855804501556,56.70620178224053,68.65900582186974
m1170,f2880,7,1,45.53539892238337,63.7825575557381,105.15787087068408,71.49194244960185,65.56923393913772,77.60632716953727,58.32520472338642,67.16692194402047
m1358,f4342,7,1,68.31433604513172,78.53887080393659,65.9645024410012,70.93923643002317,72.21349313056956,68.39246979491199,52.39308607171007,64.33301633239721
m1359,f9150,7,1,58.43228313649576,53.161907843538344,83.35865437620987,64.98428178541467,72.49134494688863,73.24334565339466,45.35580674292871,63.696832447737336
m2003,f6103,7,1,67.2763368805005,45.199109153660984,112.18929921821243,74.88824841745797,48.68292389106274,63.323986227941106,97.912871798959,69.97326063932094
m2219,f2136,7,1,54.82449394966208,54.685271987162,83.97909587090896,64.49628726924435,51.83792865189076,71.40493899148599,54.71992950521782,59.32093238286486
m2443,f1032,7,1,88.41483270656835,64.7095966836925,104.29727129670849,85.8072335623231,74.02227520360314,81.57703893759431,100.02370019507512,85.2076714454242
m2494,f9666,7,1,47.500908793747044,46.275941923246016,49.207021541931724,47.66129075297493,53.25514087694558,42.28234786710986,45.635920050964806,47.057802931673415
m2688,f3650,7,1,65.20228166420566,44.087866184782555,55.0188045193115,54.769650789433236,56.221769104326384,58.131109026849806,50.951028497505064,55.10130220956042
m2766,f8864,7,1,92.62528136526697,43.17428401480492,71.94538349893293,69.24831629300161,73.56142031671767,81.66990828241293,47.01726700077764,67.41619853330275
m2805,f8414,7,1,68.25418221181747,53.86543206111993,60.92290256046891,61.014172277802096,57.535422395415424,62.96392647851603,52.677818809773555,57.72572256123501
m3052,f3953,7,1,28.116451953079775,54.15122061518357,58.16197557010712,46.80988271279015,56.97321541753709,29.840893411329603,56.93379212694239,47.9159669852697
m3172,f9144,7,1,80.70300029516652,69.30001149335719,48.10230680025656,66.03510619626009,58.38241770195148,72.20364130530331,72.435431307811,67.67383010502193
m3428,f6750,7,1,43.68787292380583,64.99984852447373,63.12484771728491,57.27085638852149,63.93410695715271,40.28882831852705,60.1161344724604,54.77968991604672
m3588,f6294,7,1,47.95436025757183,35.156627990994096,59.08498652991727,47.3986582594944,46.4443556377446,55.72416960601326,48.62093704758573,50.26315409711453
m3599,f6450,7,1,56.18235021053136,85.14189797847462,54.29791122713485,65.20738647204693,70.0816268228419,74.48900102424821,47.9120140576449,64.16088063491168
m3619,f3553,7,1,42.415884737780814,49.85710870009486,45.423442935044335,45.898812124306666,47.51954575072861,34.66201383788746,57.142621299889086,46.441393629501725
m3635,f8792,7,1,41.277006802688426,55.00939969428211,62.61996643813188,52.96879097836747,57.225524546508225,43.79188099863859,59.021723441283385,53.34637632881007
m3836,f5580,7,1,61.74617532848342,32.649057197313674,45.95904664700919,46.78475972426876,36.15542324426878,52.00380015613122,46.786494001366144,44.98190580058871
m4186,f1293,7,1,74.37915317148591,44.158025904926404,62.37278804883425,60.30332237508219,63.17007360561195,32.91627294569067,67.16684667734785,54.417731076216825
m4458,f8595,7,1,40.69898353995015,36.07711902382165,48.13025839424019,41.63545365267066,46.61094915221199,38.29013384265545,49.26207317867329,44.72105205784691
m4671,f5193,7,1,30.590189048921136,49.17635902261834,46.89885158914901,42.22179988689616,44.22143998818548,44.82215533844378,52.86049971524845,47.30136501395924
m4744,f137,7,1,90.45234832141944,69.93993331562059,53.918501703550774,71.43692778019694,91.48672812739196,48.6182151864597,66.14097970095585,68.74864100493583
m4792,f1266,7,1,90.32421318144065,86.91370315819343,51.93877717433341,76.3922311713225,78.43831499112873,83.8403260626937,57.48455465947575,73.25439857109939
m4855,f3633,7,1,66.81263991494822,65.16162115388249,59.89258689920845,63.95561598934639,48.45071869889062,73.44951931192496,59.394837819525065,60.43169194344688
m4872,f9005,7,1,44.31162142731476,47.10867373525027,49.39243581106834,46.93757699121113,56.3071326950101,36.233132606749095,48.607595277871965,47.04928685987705
m5038,f7163,7,1,58.966529128519966,24.948310170445247,54.97883606706232,46.29789178867585,60.61028524408454,40.22794627398637,48.25103021647716,49.69642057818269
m5099,f4955,7,1,37.17667317729534,67.96785152389059,48.99604192373686,51.38018887497426,37.44234132580674,68.25803929490439,63.843299603576355,56.51456007476249
m5125,f2888,7,1,41.3191237519176,43.384682808910874,47.52671880372136,44.07684178818328,63.29332161210198,34.776769657737276,51.473488875970034,49.8478600486031
m5149,f4365,7,1,79.53973534106689,90.07652461663666,60.192014944241336,76.60275830064829,57.94933410210049,75.79654318746086,85.53780178592828,73.09455969182987
m5376,f3274,7,1,78.45438040609098,74.57011823548139,70.17607270436172,74.4001904486447,74.08923602034861,80.65811873330591,64.33710280520204,73.02815251961886
m5631,f1090,7,1,54.38943198578099,53.51692309098963,70.87762814222077,59.59466107299713,70.00972405680281,53.3370371563612,74.63537063911053,65.99404395075818
m5643,f2647,7,1,52.35452062268794,67.66253399704554,98.53744072541582,72.85149844838311,58.42743992053478,75.90855830432969,78.53914031349565,70.95837951278669
m5924,f2332,7,1,56.269010405272596,40.20295526916402,45.51282315007287,47.32826294150317,56.13470440804709,60.4388355954865,45.2197214062731,53.93108713660223
m5927,f8438,7,1,36.98222567226301,67.84551702380043,50.236546509879176,51.688096401980864,44.44962522968755,49.93394953313088,50.2707484819547,48.2181077482577
m5975,f5701,7,1,57.34763555220405,44.93757853609573,61.3448483008368,54.54335412971219,50.558316319452075,62.917268482852975,58.44642323937566,57.307336013893575
m6576,f5942,7,1,81.53028688198287,87.09332423164807,79.89598918858364,82.83986676740487,78.94781750714642,59.57019923692197,129.02062659724095,89.17954778043645
m6843,f2164,7,1,64.92205453351629,72.34720842773494,55.85079036523973,64.37335110883032,52.721627532097145,54.50978584812792,70.04983669332714,59.0937500245174
m6891,f8758,7,1,71.171411687762,72.24759097985145,51.71537680414933,65.04479315725426,49.8380979026789,82.33245972962736,58.02600535829819,63.39885433020148
m6892,f7368,7,1,75.83081462194099,67.06275086735297,63.87930107537569,68.92428885488988,65.77696389436802,57.99708056135478,85.18532087734785,69.65312177769022
m7225,f3176,7,1,46.45696626083179,50.72455791939135,116.18324441268965,71.12158953097092,46.28474114293165,99.81756763047662,47.46817843072326,64.52349573471052
m7411,f9262,7,1,78.46972421217518,63.40339983246655,81.2972787078038,74.39013425081518,55.735059693497774,76.02580489424881,80.4328409764597,70.73123518806875
m7440,f7598,7,1,15.769225589155631,55.03208553116972,51.954994501698664,40.91876854067468,29.18443373488681,44.783313852169606,58.40847918942664,44.125408925494355
m7524,f9471,7,1,68.82636014333923,33.21701359407342,55.36630032129892,52.46989135290386,58.2265659395342,58.38279045261049,59.02915411727717,58.54617016980728
m7572,f4056,7,1,45.38201592254333,59.00601674636709,52.175289652600114,52.18777410717018,40.786386443022245,71.35235924561805,47.236060108282615,53.12493526564097
m7592,f6093,7,1,91.18373478811708,56.393116266411724,81.34725125395002,76.30803410282628,80.80192050543108,86.95206580383744,53.63440373777989,73.7961300156828
m7751,f1602,7,1,40.211349513439856,51.88135405744449,47.677639302071626,46.59011429098532,43.45847142773965,52.990671025390675,56.064586483477996,50.83790964553611
m7972,f584,7,1,74.60919232806798,55.482999855502186,68.92126392269489,66.33781870208834,73.13207731861345,62.318701963631824,51.86820042614937,62.43965990279821
m8054,f8142,7,1,53.55920716480761,65.75744487241269,75.8332067674884,65.0499529349029,59.51442657370515,54.88202399682576,66.54016042406872,60.31220366486654
m8265,f4963,7,1,81.75561722422623,30.62692736186005,50.870947105870826,54.417830563985696,27.48148127668665,79.6794812136523,48.73458891453497,51.96518380162464
m8309,f6839,7,1,27.951975048554687,39.29493589730818,70.73833017214497,45.99508037266927,42.67511857964054,52.77987931391405,48.291444659080284,47.91548085087829
m8764,f3232,7,1,56.59838495410705,59.31946812510731,54.87593864700442,56.931263908739595,63.73552744434834,55.32672747258596,55.35357503842856,58.13860998512095
m8946,f1975,7,1,91.68270349373645,61.46654150447952,48.696074119550886,67.28177303925561,43.49147585024967,50.93895581653795,88.7199155982756,61.05011575502107
m9094,f3467,7,1,45.108143701511096,56.27330658759202,62.46735487689648,54.616268388666526,73.34492025390067,51.03432899421984,52.05427997978113,58.81117640930055
m9308,f4662,7,1,62.2147430888396,78.8851722916647,82.12972539903969,74.40988025984801,73.87504456700665,62.427451953181475,78.12420284153555,71.47556645390789
m9367,f1025,7,1,60.478299275394065,70.44300269687609,64.84215886771791,65.25448694666268,80.71731136993625,73.75714263156362,53.7760050356768,69.41681967905889
m9519,f3225,7,1,27.630970557047092,61.8747584575416,45.28376648730131,44.929831833963334,45.60093575688465,42.34089458317463,53.36938960134478,47.10373998046802
m9559,f8056,7,1,68.93809290716646,30.330318565280532,50.043412932578704,49.770608135008565,52.88854922325154,30.35562637610296,46.51470516850949,43.25296025595466
m9842,f7522,7,1,32.06058225971273,46.9977903080445,56.00498344764476,45.02111867180067,44.96312955029775,30.519562824892525,60.49452568759533,45.32573935426186
m9937,f5479,7,1,39.69708014048106,54.398553723364806,82.01704409947354,58.704225987773135,64.42304588440149,59.68503308386515,71.30273825862255,65.13693907562973
m9962,f6483,7,1,38.74207604549059,57.25105750285417,52.93133615114719,49.64148989983065,61.43651779223255,48.869512695750494,46.96840077519527,52.42481042105944
m22,f9273,7,2,59.45464619226118,62.674660463560286,57.222431557036145,59.783912737619204,75.98061151594348,24.459329488299765,45.59463304861792,48.67819135095372
m154,f1432,7,2,38.38487018011547,58.400095852066826,61.712942768854376,52.83263626701222,54.77492694812459,84.73191770646662,47.08177813344469,62.19620759601196
m272,f6492,7,2,63.6199422412941,44.35562129989367,83.61412506019546,63.8632295337944,75.43414712103468,62.34679998848256,58.271304510631396,65.35075054004955
m331,f7996,7,2,47.498428912636996,66.51262164102903,64.17853361766063,59.39652805710889,63.7484386539809,46.24217385401653,45.79702521968913,51.92921257589552
m349,f5972,7,2,54.0660486744902,61.31784088527052,63.31030136279455,59.564730307518424,75.25065400147653,77.60771155267777,48.20872004670015,67.02236186695148
m362,f9076,7,2,58.1064346135688,27.45192204318444,90.53945780687664,58.69927148787662,79.3898851340461,30.83581373576829,56.604250300990984,55.60998305693513
m376,f6003,7,2,66.54502019156979,53.8490392607275,66.28933391627245,62.227797789523244,83.0844250326268,67.07281976235666,51.350782186707335,67.16934232723027
m616,f2408,7,2,46.18182318267129,60.435730988509874,57.53021333192764,54.71592250103627,68.64797589322728,71.35503124022853,45.053063212633674,61.68535678202983
m983,f3229,7,2,50.77344895294566,44.07064523239271,64.15625388747807,53.00011602427215,62.49448100448654,53.65568540829507,47.063029749537726,54.404398720773116
m1087,f3729,7,2,59.34583620492799,60.701601371349554,69.84567178688499,63.29770312105418,71.3896051285702,53.079737215530756,45.12806432417498,56.53246888942531
m1644,f4486,7,2,74.83415927109887,74.32343701460056,77.01745379041606,75.39168335870517,85.9032636184644,41.556381964115545,50.74588356167207,59.401843048084004
m1755,f8188,7,2,46.564468050713984,52.93430886647783,79.42818872625128,59.6423218811477,63.979510405067586,20.806880484465324,46.69567485553158,43.82735524835483
m1958,f5620,7,2,66.34219206639766,53.090252941624286,83.70083865252526,67.71109455351574,86.99598666896554,81.22616655316035,59.25143921514238,75.82453081242276
m2911,f7138,7,2,68.86285521318374,90.68544567469554,97.8629486661743,85.8037498513512,89.6858635252232,56.213650982122125,55.05361382874774,66.98437611203103
m3916,f6044,7,2,71.88559921606995,26.52235517973528,66.49000016405009,54.96598485328511,89.22698911413798,31.135202330599025,48.61754722301925,56.32657955591875
m4028,f2112,7,2,57.99358772755792,31.239892435744284,60.05783483289201,49.763771665398075,90.2626214705647,86.23810383657977,48.895057483161835,75.13192759676876
m4072,f3952,7,2,62.810461514760604,49.60395591896254,80.65405908232148,64.35615883868155,73.27654708660886,52.6073319740442,59.3641413547534,61.749340138468824
m4108,f884,7,2,62.70006424890575,58.39521019599839,72.4907525746258,64.52867567317664,78.9589292375043,59.88235729605241,47.181278004929716,62.00752151282881
m4428,f5858,7,2,61.805224595985216,61.606017030450424,56.84876041886284,60.086667348432826,86.61623676942664,48.16819469033261,46.356633185905665,60.38035488188831
m4773,f5748,7,2,26.193684566440183,66.5120519204428,56.007018137013375,49.570918207965455,44.152046794986674,74.48394093414191,45.735376398830525,54.790454709319704
m4909,f4541,7,2,61.320715692301555,55.41301344609522,63.793101513296975,60.17561021723125,76.12712572601924,65.69844007091362,45.48779044076135,62.43778541256474
m5009,f6963,7,2,42.5646173854327,58.97212649036692,58.469007063765986,53.33525031318853,52.77241510827423,36.597103003719226,45.18203297254751,44.85051702818032
m5243,f4524,7,2,35.06586939346573,79.63676219754544,66.70821357597728,60.47028172232948,62.13040719727506,57.92281311389174,52.09349650489935,57.382238938688715
m5552,f1535,7,2,57.37010881076734,55.69874983655652,71.31162901437816,61.460162553900666,75.11451184537151,69.27654026787359,46.24291120659895,63.54465443994801
m5988,f6764,7,2,63.60719626927958,78.0208969253259,78.27003936044547,73.29937751835031,75.65093667950454,58.92838769504862,48.03213514506944,60.870486506540864
m6030,f2667,7,2,62.20388953200094,64.72653733993585,77.1935845618556,68.04133714459746,99.02299023170298,60.65798130220602,47.511146752035266,69.06403942864809
m6077,f9724,7,2,64.28034090741623,74.45918745972642,58.72327826942241,65.82093554552169,80.52381372882282,37.98541021012475,48.62857727224286,55.71260040373014
m6376,f426,7,2,62.50490788254563,58.34668193661946,56.33347784702197,59.06168922206235,75.87816628093917,56.33631010957775,45.39201662926942,59.20216433992878
m6525,f7722,7,2,53.90285096768443,77.46221471828858,56.44129366357879,62.60211978318393,78.24973001338857,71.70333391248299,45.015121038394696,64.98939498808875
m6546,f2678,7,2,55.711591811743496,52.052062408792786,59.58587436780047,55.783176196112244,70.70668117275181,38.38366486779829,45.914771221048106,51.668372420532734
m6600,f1477,7,2,74.78146642136278,47.63519835871457,62.217223953677035,61.54462957791813,86.39598592168088,48.696142226086295,45.2279759742804,60.10670137401585
m6961,f525,7,2,46.17202897543803,65.99845908312854,56.81590419827103,56.32879741894587,81.40727445151269,78.69157802668867,45.93742393668966,68.67875880496366
m7080,f5891,7,2,47.41363069525022,66.08269413505988,63.740315155667076,59.07887999532573,61.01474432955803,59.163734903772145,48.6540441912409,56.27750780819036
m7363,f9526,7,2,68.36832382198462,61.72751330082187,73.82949565934821,67.9751109273849,86.17610424217898,58.07745652031597,58.095312963518666,67.44962457533786
m7395,f2299,7,2,66.09640179678311,35.30430640778572,59.87019747801263,53.756968560860486,78.35400070277059,44.46287713232238,48.39625474519939,57.071044193430794
m7712,f7453,7,2,65.17212052888055,91.2104830112516,78.74061597132918,78.37440650382045,85.11422649415778,61.550438583056746,49.705613287219435,65.45675945481132
m7822,f893,7,2,61.86070278868096,89.82143020090722,82.6548052638526,78.11231275114692,74.14395942115486,57.02684339401772,51.68214038304082,60.95098106607113
m7906,f3207,7,2,41.776386744542556,27.468095383107595,74.26655835338444,47.8370134936782,58.82591262882199,65.89389261311513,63.7763250520602,62.83204343133244
m8105,f544,7,2,46.91301516056622,55.920121774570504,73.22639723392699,58.686511389687894,87.5869099001328,86.36569822007469,53.757486401663385,75.90336484062362
m8253,f6618,7,2,61.39545028251628,56.634349054496546,81.51858246666718,66.51612726789334,75.8154430176971,80.87881180252953,56.4272053394275,71.04048671988471
m8598,f3109,7,2,80.77491754359872,59.539145433929754,79.36767959109646,73.22724752287498,92.36411437377636,77.33437686971436,65.32621350181229,78.34156824843434
m8812,f400,7,2,52.36249677566654,55.97468656738194,63.24642790197973,57.19453708167607,77.3471478191686,67.54938178872534,52.526691029350644,65.80774021241486
m8991,f67,7,2,52.90377555082537,69.1891170907975,62.38855001767415,61.493814219765675,69.83767088185348,35.25005195718542,52.35616291822821,52.48129525242237
m9247,f9229,7,2,40.7910942040114,51.57635116830618,60.97786665495511,51.115104009090906,60.96155711088038,82.4436782544177,45.816044236587665,63.073759867295244
m9425,f1921,7,2,38.11670589240486,62.338370406091144,63.276541811264664,54.57720603658689,55.774988404051214,49.9406181407176,48.100577017248185,51.272061187339
m9517,f6958,7,2,66.8576218444137,67.56623557654225,92.16439888409269,75.52941876834954,77.04832102921401,57.18302961372808,47.26942415295887,60.50025826530032
m9913,f3444,7,2,59.73818660236254,69.93442829743204,78.44928882015424,69.37396790664961,89.72577385106813,71.46916311663533,62.653860910269046,74.61626595932417
m42,f9664,7,3,52.58812541248556,66.98299894124628,49.27452765031248,56.28188400134811,49.72663994865145,58.45489045621149,46.82385518213494,51.66846186233263
m288,f3127,7,3,52.99029657790119,75.94920590151864,49.74493357441936,59.561478684613064,53.992254269961784,79.00521028298871,51.89550035439596,61.63098830244883
m619,f4287,7,3,52.737062955665095,66.59612645878892,46.78207089933075,55.37175343792825,55.941490032363276,63.0612118193857,45.79648297782551,54.93306160985816
m620,f3066,7,3,71.3733570066864,45.10177012652845,49.471098627817156,55.315408587010666,68.41692015526513,51.25546449962293,51.45524423983069,57.042542964906254
m1026,f9452,7,3,56.68460023525381,44.98580676988796,46.99174523584653,49.5540507469961,55.7286920815897,38.13587754266339,47.71873680861435,47.194435477622484
m1029,f5892,7,3,61.19739504963991,65.0703811311223,47.39811635783645,57.888630846199554,65.88071906606297,66.19657119374334,50.94930409814275,61.008864785983015
m1105,f3315,7,3,57.63058491030436,62.363349296001125,54.4300648470568,58.141333017787424,58.657507513367115,55.81392859294606,51.08495300419875,55.18546303683731
m1209,f1796,7,3,57.10355111806581,54.90597369384733,53.3471945154792,55.118906442464116,56.20192018982332,54.132160614900094,57.2199943219065,55.8513583755433
m1633,f2660,7,3,48.81258610917969,51.78238732246987,48.78477014153359,49.793247857727714,53.4636998018517,56.38952681088074,45.58924378113982,51.81415679795742
m1764,f9865,7,3,68.95518739181531,48.51799234114517,67.4722551504293,61.64847829446327,70.7923651379952,54.210963732583565,62.74430490855667,62.58254459304515
m1891,f3420,7,3,59.63076134424759,45.90624600989769,116.691283709228,74.07609702112443,60.78330981302052,41.92964359944638,112.07708245825872,71.5966786235752
m2117,f185,7,3,58.812140535811814,81.8528400836228,49.34298143384228,63.33598735109229,59.59658281073955,84.39635279044836,49.6117526010582,64.53489606741537
m2188,f8998,7,3,64.62467829831314,36.20714307011251,46.912332427699646,49.248051265375096,61.281923372320705,33.24182448595131,45.18008485735626,46.56794423854276
m2215,f1826,7,3,57.283596179187015,58.50229675170675,46.252570536060034,54.01282115565127,59.5104231332254,63.89009240562127,47.8781964771522,57.09290400533296
m2860,f9799,7,3,51.86276347218545,37.632586676036276,63.391838473174005,50.96239620713192,52.6719604328874,39.74712956777216,58.88935050185522,50.43614683417159
m3117,f3251,7,3,41.86052885084459,73.75793239291538,68.30908322293888,61.30918148889961,37.33017255478154,66.3610590003061,64.56935108967595,56.08686088158786
m3287,f124,7,3,56.23013858529325,65.39299371399542,45.54294706273562,55.722026454008095,56.477291646486265,74.11093898843924,50.251327844559114,60.279852826494874
m3900,f84,7,3,54.84744061973324,78.03345801890347,48.98857625441185,60.623158297682856,55.82015952137651,81.78041706745486,51.202808806150614,62.934461798327334
m4292,f6716,7,3,53.847945870761095,57.35593682360619,87.32663788523217,66.17684019319982,50.19643243666556,60.08442217516258,84.95827633197717,65.07971031460177
m4470,f7234,7,3,64.09734496100302,59.15566778222355,47.72114765072726,56.99138679798461,59.214090373194786,52.731064230387666,51.67241222559376,54.53918894305874
m4551,f3174,7,3,77.06058348443513,49.85477510716291,47.443766952261434,58.11970851461982,73.73305360005304,42.48576316009724,49.626576222723884,55.281797660958055
m5175,f3706,7,3,49.65802989294892,49.91242835093406,47.05904663314511,48.87650162567602,48.73537895873042,53.79706500971584,51.82364962353549,51.452031197327244
m5249,f4753,7,3,62.3041856874837,73.81332735110794,58.39253080476428,64.83668128111864,57.86014397289361,79.71805092732959,55.051801213145524,64.20999870445624
